year,trimestre,n_obs,masa_salarial,suma_pesos,media_pond,media_simple,mediana_pond,mediana_simple,p99_5,t_index,version,trimestre_raw,ipc_q_avg,deflator_q,sd_nominal,var_nominal,cv_nominal,media_pond_real,media_simple_real,mediana_pond_real,mediana_simple_real,mean_nominal,mean_real,median_nominal,median_real,masa_salarial_real,p99_5_real,sd_real,var_real,cv_real,media_ajustada_cv,flag_cv_neg,flag_cv_hi,flag_adj_neg
2020,1,3724,1477194714.1422312,2086.085047006607,708118.16433942,708118.16433942,480000,480000,5200000,2020.1,winsor_p99_5,T1,104.00873725111573,1.0400873725111572,NA,NA,NA,680825.6527812271,680825.6527812271,461499.69001267815,461499.69001267815,708118.16433942,680825.6527812271,480000,461499.69001267815,1420260213.88543,4999579.975137347,717550.1954813336,514878283035.3001,1.0539411853094605,-36724.542700106555,FALSE,FALSE,TRUE
2020,2,1572,1124185232,1572,715130.5547073791,715130.5547073791,470000,470000,5200000,2020.2,winsor_p99_5,T2,104.29081382708176,1.0429081382708176,NA,NA,NA,685708.0968733195,685708.0968733195,450662.89422122866,450662.89422122866,715130.5547073791,685708.0968733195,470000,450662.89422122866,1077933128.2848582,4986057.553085934,783339.15545552,613620232469.7673,1.1423799121337155,-97631.0585822005,FALSE,FALSE,TRUE
2020,3,1671,1203186392,1671,720039.7318970676,720039.7318970676,450000,450000,5200000,2020.3,winsor_p99_5,T3,104.64117086609605,1.0464117086609606,NA,NA,NA,688103.6650655081,688103.6650655081,430041.05962828145,430041.05962828145,720039.7318970676,688103.6650655081,450000,430041.05962828145,1149821224.324464,4969363.355704585,805780.4539723815,649282140003.9373,1.1710160763286597,-117676.78890687341,FALSE,FALSE,TRUE
2020,4,4321,1637617387.4018612,2114.507839292288,774467.399444573,774467.399444573,500000,500000,5200000,2020.4,winsor_p99_5,T4,105.87368065554574,1.0587368065554574,NA,NA,NA,731501.3463679047,731501.3463679047,472260.90271360526,472260.90271360526,774467.399444573,731501.3463679047,500000,472260.90271360526,1546765331.3477976,4911513.388221495,818115.4018550479,669312810752.4465,1.1184058729586823,-86614.0554871432,FALSE,FALSE,TRUE
2021,1,1548,1249821552.9999988,1548,807378.2642118855,807378.2642118855,500000,500000,5428999.999999905,2021.1,winsor_p99_5,T1,107.07404092982823,1.0707404092982822,NA,NA,NA,754037.3532189814,754037.3532189814,466966.59214316827,466966.59214316827,807378.2642118855,754037.3532189814,500000,466966.59214316827,1167249822.7829833,5070323.257490433,834508.8968900156,696405098988.5907,1.1067208982784493,-80471.54367103409,FALSE,FALSE,TRUE
2021,2,1596,1208985440.9999993,1596,757509.6748120296,757509.6748120297,500000,500000,5428999.999999905,2021.2,winsor_p99_5,T2,108.03450209686142,1.080345020968614,NA,NA,NA,701173.8473444926,701173.8473444927,462815.1102614522,462815.1102614522,757509.6748120296,701173.8473444926,500000,462815.1102614522,1119073460.3618102,5025246.46721876,743569.6486746,552895822430.068,1.060464036830053,-42395.80133010742,FALSE,FALSE,TRUE
2021,3,1661,1248464141.9999995,1661,751634.040939193,751634.0409391929,500000,500000,5428999.999999905,2021.3,winsor_p99_5,T3,109.7547590659271,1.097547590659271,NA,NA,NA,684830.4778180089,684830.4778180087,455561.11120399047,455561.11120399047,751634.040939193,684830.4778180089,500000,455561.11120399047,1137503423.6557126,4946482.545452842,737666.0265879037,544151166781.98584,1.0771512812020843,-52835.54876989492,FALSE,FALSE,TRUE
2021,4,1867,1418344999.9999993,1867,759692.0192822707,759692.0192822706,500000,500000,5428999.999999905,2021.4,winsor_p99_5,T4,112.89696053641136,1.1289696053641136,NA,NA,NA,672907.4154633738,672907.4154633736,442881.71942303155,442881.71942303155,759692.0192822707,672907.4154633738,500000,442881.71942303155,1256318144.6701186,4808809.709495192,700624.6536378753,490874905285.19275,1.0411902700691968,-27717.23817450161,FALSE,FALSE,TRUE
2022,1,1729,1250449499,1729,723221.2255639097,723221.2255639097,500000,500000,5000000,2022.1,winsor_p99_5,T1,115.97150264487423,1.1597150264487424,NA,NA,NA,623619.776470901,623619.776470901,431140.39966446813,431140.39966446813,723221.2255639097,623619.776470901,500000,431140.39966446813,1078238593.5181878,4311403.996644681,642171.8471652465,412384681291.62476,1.0297490095637003,-18552.07069434548,FALSE,FALSE,TRUE
2022,2,1562,1142479130,1562,731420.6978233034,731420.6978233034,500000,500000,5000000,2022.2,winsor_p99_5,T2,120.4790654929775,1.2047906549297749,NA,NA,NA,607093.6015568087,607093.6015568087,415009.8591436569,415009.8591436569,731420.6978233034,607093.6015568087,500000,415009.8591436569,948280205.6317353,4150098.5914365686,607773.6075180806,369388757995.54193,1.0011201006888035,-680.0059612719954,FALSE,FALSE,TRUE
2022,3,2159,1668765000,2159,772934.2288096341,772934.2288096341,550000,550000,5000000,2022.3,winsor_p99_5,T3,124.7339344192524,1.247339344192524,NA,NA,NA,619666.3581633432,619666.3581633432,440938.54856798996,440938.54856798996,772934.2288096341,619666.3581633432,550000,440938.54856798996,1337859667.2746577,4008532.2597089997,580912.8963245784,337459793116.21045,0.937460762024216,38753.461838764706,FALSE,FALSE,FALSE
