year,trimestre,n_obs,masa_salarial,suma_pesos,media_pond,media_simple,mediana_pond,mediana_simple,p99_5,t_index,version,trimestre_raw,ipc_q_avg,deflator_q,sd_nominal,var_nominal,cv_nominal,media_pond_real,media_simple_real,mediana_pond_real,mediana_simple_real,mean_nominal,mean_real,median_nominal,median_real,masa_salarial_real,p99_5_real,sd_real,var_real,cv_real
2011,2,3668,777233677.6252866,2066.4177277088165,376126.1177753544,376126.1177753544,250000,250000,3100000,2011.2,winsor_p99_5,T2,79.32662992626858,0.7932662992626858,NA,NA,NA,474148.6158241576,474148.6158241576,315152.67979033844,315152.67979033844,376126.1177753544,474148.6158241576,250000,315152.67979033844,979789105.3076364,3907893.2294001966,522707.4777334502,273223107278.4653,1.1051255042724417
2011,3,3785,792064223.3203232,2153.6192241311073,367782.8533685601,367782.8533685601,250000,250000,3100000,2011.3,winsor_p99_5,T3,79.8409958257215,0.7984099582572151,NA,NA,NA,460644.12093677255,460644.12093677255,313122.3470029168,313122.3470029168,367782.8533685601,460644.12093677255,250000,313122.3470029168,992052034.3324081,3882717.1028361684,474565.3461156993,225212267733.91348,1.0341863133416436
2011,4,3761,822070525.2349377,2180.0617995858192,377085.8814145174,377085.8814145174,250000,250000,3100000,2011.4,winsor_p99_5,T4,80.87177048934181,0.8087177048934181,NA,NA,NA,466276.2780298151,466276.2780298151,309131.3550912649,309131.3550912649,377085.8814145174,466276.2780298151,250000,309131.3550912649,1016511101.7858566,3833228.8031316847,521840.0701559208,272317058820.33633,1.1248847242044417
2012,1,3826,865280556.8206289,2222.964267015457,389246.2733925773,389246.2733925773,255000,256000,3748500.000000058,2012.1,winsor_p99_5,T1,81.61171574723825,0.8161171574723824,NA,NA,NA,476949.013788807,476949.013788807,312455.1391490985,313680.45342027146,389246.2733925773,476949.013788807,255000,312455.1391490985,1060240614.8407805,4593090.545491819,536089.5704615199,287392027557.6169,1.1266720895538374
2012,2,3694,877068568.3190275,2169.5969598293304,404254.1469951273,404254.1469951274,270000,270000,3748500.000000058,2012.2,winsor_p99_5,T2,81.7832991991354,0.817832991991354,NA,NA,NA,494299.14292257,494299.14292257006,330140.7532393293,330140.7532393293,404254.1469951273,494299.14292257,270000,330140.7532393293,1072429917.7310517,4583454.124139427,533238.6735007989,284343482916.89154,1.0767554885940966
2012,3,3751,941382498.2817477,2234.6740273833275,421261.6635563852,421261.6635563852,280000,280000,3748500.000000058,2012.3,winsor_p99_5,T3,81.94919059540526,0.8194919059540525,NA,NA,NA,514052.2566430383,514052.2566430383,341675.12572808634,341675.12572808634,421261.6635563852,514052.2566430383,280000,341675.12572808634,1148739226.6379862,4574175.745684827,587340.5903644908,344968969089.70856,1.1492522603702884
2012,4,3633,932228869.6798576,2169.6651930212975,429664.8499862379,429664.8499862378,300000,300000,3748500.000000058,2012.4,winsor_p99_5,T4,82.63280751928795,0.8263280751928795,NA,NA,NA,519968.8391150773,519968.8391150772,363051.92696009355,363051.92696009355,429664.8499862379,519968.8391150773,300000,363051.92696009355,1128158291.683674,4536333.82736644,625054.385598516,390692984955.9383,1.2000769964892435
2013,1,3518,906196536.1262517,2102.670855283737,430974.0318362706,430974.0318362706,300000,300000,4000000,2013.1,winsor_p99_5,T1,82.81087404544091,0.8281087404544091,NA,NA,NA,520431.69064944505,520431.69064944505,362271.26383834647,362271.26383834647,430974.0318362706,520431.69064944505,300000,362271.26383834647,1094296548.09463,4830283.517844619,582174.2366555677,338926841825.49286,1.121933287251421
2013,2,3566,1039619064.6514893,2170.5282592773438,478970.52720134606,478970.52720134606,300000,300000,4000000,2013.2,winsor_p99_5,T2,82.82479575667003,0.8282479575667003,NA,NA,NA,578293.6412043897,578293.6412043897,362210.37101179984,362210.37101179984,478970.52720134606,578293.6412043897,300000,362210.37101179984,1255202690.394521,4829471.613490665,648447.2211267273,420483798586.97473,1.1260554065274286
2013,3,3775,1081140016.8303907,2254.2283043265343,479605.3774834437,479605.3774834437,300000,300000,4000000,2013.3,winsor_p99_5,T3,83.675409188943,0.83675409188943,NA,NA,NA,573173.6266750394,573173.6266750394,358528.27360854123,358528.27360854123,479605.3774834437,573173.6266750394,300000,358528.27360854123,1292064212.544364,4780376.981447216,636667.4989145289,405345504174.08167,1.1156346690201084
2013,4,3882,1127779808.0445826,2342.207413315773,481502.9623905204,481502.9623905204,320000,320000,4000000,2013.4,winsor_p99_5,T4,84.53880393130191,0.8453880393130191,NA,NA,NA,569564.4366837746,569564.4366837746,378524.3995881927,378524.3995881927,481502.9623905204,569564.4366837746,320000,378524.3995881927,1334038045.9617589,4731554.994852409,606115.3239975619,367375785984.6695,1.069733166926857
2014,1,3617,1094252429.040503,2213.3685343265533,494383.2949958529,494383.2949958529,320000,320000,4200000,2014.1,winsor_p99_5,T1,85.64756928743772,0.8564756928743772,NA,NA,NA,577229.8024438694,577229.8024438694,373624.14679401263,373624.14679401263,494383.2949958529,577229.8024438694,320000,373624.14679401263,1277622281.8047931,4903816.9266714165,647580.0295010481,419359894608.5784,1.1299396260247832
2014,2,3540,1065212291.7356491,2166.652979850769,491639.54802259884,491639.54802259884,330000,330000,4200000,2014.2,winsor_p99_5,T2,87.00927324213623,0.8700927324213623,NA,NA,NA,565042.701430715,565042.701430715,379269.91882997355,379269.91882997355,491639.54802259884,565042.701430715,330000,379269.91882997355,1224251452.7977872,4827071.694199664,634382.2201897996,402440801292.9394,1.1243638920146886
2014,3,3565,1080531721.8657434,2218.510864675045,487052.70687237027,487052.70687237027,350000,350000,4200000,2014.3,winsor_p99_5,T3,87.77286920975826,0.8777286920975825,NA,NA,NA,554901.2026807728,554901.2026807728,398756.47583489085,398756.47583489085,487052.70687237027,554901.2026807728,350000,398756.47583489085,1231054346.9685438,4785077.71001869,564474.3346413077,318631274468.747,1.0240130703872938
2014,4,3528,1159108307.4022613,2204.5392651557922,525782.5640589569,525782.5640589569,350000,350000,4200000,2014.4,winsor_p99_5,T4,89.1676892351341,0.8916768923513411,NA,NA,NA,589655.9264561345,589655.9264561345,392518.863057059,392518.863057059,525782.5640589569,589655.9264561345,350000,392518.863057059,1299919642.8043647,4710226.356684708,661431.9135758167,437492176296.5666,1.1187224151804824
2015,1,3454,1180186456.2699795,2195.90745472908,537448.1760277939,537448.1760277939,350000,350000,5000000,2015.1,winsor_p99_5,T1,89.39375082498395,0.8939375082498395,NA,NA,NA,601214.4820727074,601214.4820727074,391526.2496203272,391526.2496203272,537448.1760277939,601214.4820727074,350000,391526.2496203272,1320211363.074541,5593232.137433246,723559.5485459026,523538420291.9503,1.2099418000003652
2015,2,3084,1051965622.271955,1978.2652180194855,531761.6731517509,531761.6731517509,350000,350000,5000000,2015.2,winsor_p99_5,T2,90.64181559029558,0.9064181559029558,NA,NA,NA,586662.6453681529,586662.6453681529,386135.2486384575,386135.2486384575,531761.6731517509,586662.6453681529,350000,386135.2486384575,1160574306.0431173,5516217.8376922505,661168.0858436034,437143237738.0944,1.1312969925400884
2015,3,3593,1158359286.0759497,2229.6403499245644,519527.4144169218,519527.4144169218,350000,350000,5000000,2015.3,winsor_p99_5,T3,91.9406447165159,0.9194064471651591,NA,NA,NA,565068.2742314897,565068.2742314897,380680.3846972885,380680.3846972885,519527.4144169218,565068.2742314897,350000,380680.3846972885,1259899024.6887684,5438291.209961264,608987.9045557943,370866267895.25726,1.0838150311736292
2015,4,3632,1255164142.0218782,2262.051354408264,554878.7120044053,554878.7120044053,365000,365000,5000000,2015.4,winsor_p99_5,T4,92.82453483188124,0.9282453483188123,NA,NA,NA,597771.6053297456,597771.6053297456,393215.0057752169,393215.0057752169,554878.7120044053,597771.6053297456,365000,393215.0057752169,1352190069.4629533,5386506.928427628,692803.4905627486,479976676535.9285,1.158954750666079
2016,1,3489,1160806883.7816715,2195.649321913719,528685.0100315276,528685.0100315276,360000,360000,5000000,2016.1,winsor_p99_5,T1,93.55073147163169,0.9355073147163169,NA,NA,NA,565131.8826853278,565131.8826853278,384817.9424542141,384817.9424542141,528685.0100315276,565131.8826853278,360000,384817.9424542141,1240831435.0098636,5344693.6451974185,619105.4215605885,383291523005.714,1.0992876438758592
2016,2,3533,1245165444.7479844,2249.8543794751167,553442.6832720068,553442.6832720068,400000,400000,5000000,2016.2,winsor_p99_5,T2,94.46207766159615,0.9446207766159616,NA,NA,NA,585888.7470744364,585888.7470744364,423450.3516140861,423450.3516140861,553442.6832720068,585888.7470744364,400000,423450.3516140861,1318164363.4906096,5293129.395176076,613702.4685461335,376630719899.618,1.0513925119789238
2016,3,3513,1289578502.4475932,2243.5420632362366,574795.7765442642,574795.7765442642,400000,400000,5000000,2016.3,winsor_p99_5,T3,95.15304313508406,0.9515304313508406,NA,NA,NA,604075.0328166122,604075.0328166122,420375.41503758304,420375.41503758304,574795.7765442642,604075.0328166122,400000,420375.41503758304,1355267745.4748793,5254692.687969788,708626.9594412814,502152167646.9955,1.1751705641185335
2016,4,3597,1321403083.1484318,2256.3415853977203,585639.644147901,585639.644147901,400000,400000,5000000,2016.4,winsor_p99_5,T4,95.45003076659991,0.9545003076659991,NA,NA,NA,613556.2654557355,613556.2654557355,419067.43956751964,419067.43956751964,585639.644147901,613556.2654557355,400000,419067.43956751964,1384392516.729099,5238342.994593996,679723.7817690193,462024419502.37744,1.1065315714907722
2017,1,3492,1348216318.5147839,2208.926005125046,610349.244558992,610349.244558992,400000,400000,5000000,2017.1,winsor_p99_5,T1,96.12738469730132,0.9612738469730132,NA,NA,NA,634937.9487239154,634937.9487239154,416114.51435984985,416114.51435984985,610349.244558992,634937.9487239154,400000,416114.51435984985,1402530946.5770097,5201431.429498123,717309.6106466628,514533077526.0669,1.1335082960829828
2017,2,3406,1435506534.4245632,2252.645842075348,637253.5387551379,637253.5387551379,400000,400000,5000000,2017.2,winsor_p99_5,T2,96.63562080025419,0.96635620800254185,NA,NA,NA,659439.5870569724,659439.5870569724,413926.0416475204,413926.0416475204,637253.5387551379,659439.5870569724,400000,413926.0416475204,1485483843.8837733,5174075.520594005,749445.5734259902,561668667527.8112,1.1340107687589194
2017,3,3570,1409059925.366642,2329.2940413951874,604930.0347338936,604930.0347338936,400000,400000,5000000,2017.3,winsor_p99_5,T3,96.73885984058631,0.9673885984058631,NA,NA,NA,625322.6839046311,625322.6839046311,413484.30264647584,413484.30264647584,604930.0347338936,625322.6839046311,400000,413484.30264647584,1456560401.5683033,5168553.7830809485,702490.9297687253,493493506407.3281,1.123028211894615
2017,4,3539,1411659111.0404885,2260.9809723496437,624356.9177733823,624356.9177733823,400000,400000,5000000,2017.4,winsor_p99_5,T4,97.37722485085186,0.9737722485085186,NA,NA,NA,641173.4558359827,641173.4558359827,410773.66972889326,410773.66972889326,624356.9177733823,641173.4558359827,400000,410773.66972889326,1449680983.6208217,5134670.871611166,716320.6300548005,513115245042.1064,1.1186207577172598
2018,1,3599,1558424967.557045,2347.0899062752724,663981.7943873297,663981.7943873298,420000,420000,5000000,2018.1,winsor_p99_5,T1,98.04606084504982,0.9804606084504982,NA,NA,NA,677214.1467638096,677214.1467638097,428370.09093487216,428370.09093487216,663981.7943873297,677214.1467638096,420000,428370.09093487216,1589482488.2561584,5099643.939700859,784654.543195357,615682752157.1144,1.160403887100691
2018,2,3488,1576619557.4411383,2331.0249004364014,676363.2413990826,676363.2413990826,450000,450000,5000000,2018.2,winsor_p99_5,T2,98.72249831117561,0.9872249831117561,NA,NA,NA,685115.6048210711,685115.6048210711,455823.1484191066,455823.1484191066,676363.2413990826,685115.6048210711,450000,455823.1484191066,1597021534.5154624,5064701.649101185,705178.5821568837,497276832732.7927,1.0309493789790192
2018,3,3470,1510444748.7292202,2285.2430415153503,660955.8463976945,660955.8463976945,450000,450000,5000000,2018.3,winsor_p99_5,T3,99.45878501103364,0.9945878501103365,NA,NA,NA,664552.5041597584,664552.5041597584,452448.72029160464,452448.72029160464,660955.8463976945,664552.5041597584,450000,452448.72029160464,1518663985.8526888,5027208.003240052,696713.2975842026,485409419030.6536,1.051368104929104
2018,4,3510,1546202162.0739698,2268.491932153702,681599.1452991453,681599.1452991453,450000,450000,5000000,2018.4,winsor_p99_5,T4,100.06923213218228,1.0006923213218228,NA,NA,NA,681127.586148373,681127.586148373,449688.67094492266,449688.67094492266,681599.1452991453,681127.586148373,450000,449688.67094492266,1545132433.9449098,4996540.788276918,731977.5201831104,535791090053.4158,1.0739120276652558
2019,1,3125,1353544917.6707268,2073.45113158226,652798.08,652798.08,450000,450000,4800000,2019.1,winsor_p99_5,T1,100.30091487468133,1.0030091487468134,NA,NA,NA,650839.6068127828,650839.6068127828,448649.9455785046,448649.9455785046,652798.08,650839.6068127828,450000,448649.9455785046,1349484119.2245178,4785599.419504048,637706.99939321,406670217075.09155,0.9830662919877626
2019,2,3156,1494266054.3802977,2168.0212483406067,689230.3548795944,689230.3548795944,450000,450000,4800000,2019.2,winsor_p99_5,T2,101.318346289462,1.01318346289462,NA,NA,NA,680262.1441436618,680262.1441436618,444144.6356757246,444144.6356757246,689230.3548795944,680262.1441436618,450000,444144.6356757246,1474822782.9451995,4737542.780541062,693403.6491638168,480808620673.6975,1.021695532980746
2019,3,3161,1419890809.517036,2097.2822728157043,677014.6431509017,677014.6431509017,450000,450000,4800000,2019.3,winsor_p99_5,T3,101.91285275793386,1.0191285275793387,NA,NA,NA,664307.420339773,664307.420339773,441553.7273486515,441553.7273486515,677014.6431509017,664307.420339773,450000,441553.7273486515,1393240176.3785365,4709906.425052283,705335.9237971341,497498765398.7565,1.0625087707193783
2019,4,3198,1470898988.0857725,2115.5343021154404,695284.8680425265,695284.8680425265,450000,450000,4800000,2019.4,winsor_p99_5,T4,102.90408474104407,1.0290408474104407,NA,NA,NA,675663.0407745193,675663.0407745193,437300.4250826538,437300.4250826538,695284.8680425265,675663.0407745193,450000,437300.4250826538,1429388339.4301193,4664537.867548307,726140.4315103616,527279926274.05414,1.0757228508232217
2020,1,3724,1477194714.1422312,2086.085047006607,708118.16433942,708118.16433942,480000,480000,5200000,2020.1,winsor_p99_5,T1,104.00873725111573,1.0400873725111572,NA,NA,NA,680825.6527812271,680825.6527812271,461499.69001267815,461499.69001267815,708118.16433942,680825.6527812271,480000,461499.69001267815,1420260213.88543,4999579.975137347,717550.1954813336,514878283035.3001,1.057833662312011
2020,2,1572,1124185232,1572,715130.5547073791,715130.5547073791,470000,470000,5200000,2020.2,winsor_p99_5,T2,104.29081382708176,1.0429081382708176,NA,NA,NA,685708.0968733195,685708.0968733195,450662.89422122866,450662.89422122866,715130.5547073791,685708.0968733195,470000,450662.89422122866,1077933128.2848582,4986057.553085934,783339.15545552,613620232469.7673,1.1416428671503551
2020,3,1671,1203186392,1671,720039.7318970676,720039.7318970676,450000,450000,5200000,2020.3,winsor_p99_5,T3,104.64117086609605,1.0464117086609606,NA,NA,NA,688103.6650655081,688103.6650655081,430041.05962828145,430041.05962828145,720039.7318970676,688103.6650655081,450000,430041.05962828145,1149821224.324464,4969363.355704585,805780.4539723815,649282140003.9373,1.1764809473459437
2020,4,4321,1637617387.4018612,2114.507839292288,774467.399444573,774467.399444573,500000,500000,5200000,2020.4,winsor_p99_5,T4,105.87368065554574,1.0587368065554574,NA,NA,NA,731501.3463679047,731501.3463679047,472260.90271360526,472260.90271360526,774467.399444573,731501.3463679047,500000,472260.90271360526,1546765331.3477976,4911513.388221495,818115.4018550479,669312810752.4465,1.12040954880513
2021,1,1548,1249821552.9999988,1548,807378.2642118855,807378.2642118855,500000,500000,5428999.999999905,2021.1,winsor_p99_5,T1,107.07404092982823,1.0707404092982822,NA,NA,NA,754037.3532189814,754037.3532189814,466966.59214316827,466966.59214316827,807378.2642118855,754037.3532189814,500000,466966.59214316827,1167249822.7829833,5070323.257490433,834508.8968900156,696405098988.5907,1.1101704308954818
2021,2,1596,1208985440.9999993,1596,757509.6748120296,757509.6748120297,500000,500000,5428999.999999905,2021.2,winsor_p99_5,T2,108.03450209686142,1.080345020968614,NA,NA,NA,701173.8473444926,701173.8473444927,462815.1102614522,462815.1102614522,757509.6748120296,701173.8473444926,500000,462815.1102614522,1119073460.3618102,5025246.46721876,743569.6486746,552895822430.068,1.0619757747001373
2021,3,1661,1248464141.9999995,1661,751634.040939193,751634.0409391929,500000,500000,5428999.999999905,2021.3,winsor_p99_5,T3,109.7547590659271,1.097547590659271,NA,NA,NA,684830.4778180089,684830.4778180087,455561.11120399047,455561.11120399047,751634.040939193,684830.4778180089,500000,455561.11120399047,1137503423.6557126,4946482.545452842,737666.0265879037,544151166781.98584,1.0868685663649724
2021,4,1867,1418344999.9999993,1867,759692.0192822707,759692.0192822706,500000,500000,5428999.999999905,2021.4,winsor_p99_5,T4,112.89696053641136,1.1289696053641136,NA,NA,NA,672907.4154633738,672907.4154633736,442881.71942303155,442881.71942303155,759692.0192822707,672907.4154633738,500000,442881.71942303155,1256318144.6701186,4808809.709495192,700624.6536378753,490874905285.19275,1.0483298890904418
2022,1,1729,1250449499,1729,723221.2255639097,723221.2255639097,500000,500000,5000000,2022.1,winsor_p99_5,T1,115.97150264487423,1.1597150264487424,NA,NA,NA,623619.776470901,623619.776470901,431140.39966446813,431140.39966446813,723221.2255639097,623619.776470901,500000,431140.39966446813,1078238593.5181878,4311403.996644681,642171.8471652465,412384681291.62476,1.043399206094639
2022,2,1562,1142479130,1562,731420.6978233034,731420.6978233034,500000,500000,5000000,2022.2,winsor_p99_5,T2,120.4790654929775,1.2047906549297749,NA,NA,NA,607093.6015568087,607093.6015568087,415009.8591436569,415009.8591436569,731420.6978233034,607093.6015568087,500000,415009.8591436569,948280205.6317353,4150098.5914365686,607773.6075180806,369388757995.54193,1.011306422385164
2022,3,2159,1668765000,2159,772934.2288096341,772934.2288096341,550000,550000,5000000,2022.3,winsor_p99_5,T3,124.7339344192524,1.247339344192524,NA,NA,NA,619666.3581633432,619666.3581633432,440938.54856798996,440938.54856798996,772934.2288096341,619666.3581633432,550000,440938.54856798996,1337859667.2746577,4008532.2597089997,580912.8963245784,337459793116.21045,0.9466126181949075
2022,4,2198,1567476088,2198,713137.4376706097,713137.4376706097,500000,500000,5000000,2022.4,winsor_p99_5,T4,127.54687241140289,1.2754687241140288,NA,NA,NA,559117.9338136825,559117.9338136825,392012.74837006454,392012.74837006454,713137.4376706097,559117.9338136825,500000,392012.74837006454,1228941218.5224743,3920127.483700645,502319.1670797646,252324545615.70844,0.9030152625632484
