h,irf,lower,upper,impulse,response,relation,ci,ci_label,ci_tag,tag,wage_col,p_used,block,block_title
4,0.0026257649118016655,-0.003580215157591323,0.007553114356089272,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
5,0.0013722915594755686,-0.004193783389032292,0.005855880142376423,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
6,0.0023692613466796174,-0.0031161861475648713,0.006938105011699146,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
7,-3.2788004805455855e-4,-0.0050593218943790225,0.004115621079865075,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
8,0.004934034878632154,9.994887346759231e-5,0.008660669596176366,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
9,0.0010203911086865962,-0.002798642838115541,0.00412216569742638,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
10,0.0014630740259544825,-0.002480510943511667,0.0037588802533737252,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
11,-0.0013012154901347521,-0.004118916356005572,0.0016316925979508443,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
12,0.002348495052960596,-7.899168914665276e-4,0.004676716846107446,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
0,0.009542152467673782,0.006617526513561123,0.008836568020453687,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
1,0.0068357187922011035,0.0034903148899656567,0.007115883289032108,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
2,0.0049878625436528745,0.0016262486240779038,0.0058693720776932445,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
3,0.004972099426135745,0.0018503494525770234,0.005886582492984887,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
4,0.0055455899399777615,0.002189878058139246,0.005947596806020782,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
5,0.0025427840645700474,-2.9939831821483505e-4,0.002947068836421227,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
6,0.0015982425897157404,-9.975554021188745e-4,0.0021578321742995858,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
7,7.027103585867042e-4,-0.0014376469592854689,0.0014311675729614334,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
8,0.001495798784180987,-7.796518505675225e-4,0.001883286789492471,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
9,3.4474273079648245e-4,-0.0014482193042325146,9.39297844737575e-4,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
10,5.311431836977826e-4,-0.0010381059499727033,0.0010903950468166739,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
11,-1.1934601085386351e-5,-0.001139232534929702,6.876232676679349e-4,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
12,9.592417416369937e-4,-2.047381014220007e-4,0.0014329054211767403,v,v,v -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
0,0.009542152467673782,0.006060105811190173,0.009369587899885635,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
1,0.0068357187922011035,0.0022325072024272715,0.008855695845289696,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
2,0.0049878625436528745,1.0496667272687345e-4,0.007861623794217685,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
3,0.004972099426135745,2.178708394891433e-4,0.007836282394693875,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
4,0.0055455899399777615,0.0012088472076844032,0.007668280652665042,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
5,0.0025427840645700474,-0.0013650581218456013,0.004409314312117195,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
6,0.0015982425897157404,-0.0019996010501391504,0.0034932932834162026,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
7,7.027103585867042e-4,-0.0022444462267192204,0.00247758305425136,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
8,0.001495798784180987,-0.0014509291163811691,0.0030040887353818004,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
9,3.4474273079648245e-4,-0.0022104155315590414,0.001976366133415149,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
10,5.311431836977826e-4,-0.0017179758372799071,0.002023854666428322,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
11,-1.1934601085386351e-5,-0.001828650559307554,0.0014888862084984542,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
12,9.592417416369937e-4,-7.893695397779293e-4,0.0022876567156514703,v,v,v -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
0,0.009542152467673782,0.0057698659381276475,0.009793448166494984,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
1,0.0068357187922011035,0.0017243771885760728,0.009791065176337327,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
2,0.0049878625436528745,-8.855912777497764e-4,0.009158865001102037,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
3,0.004972099426135745,-1.4294253896542802e-4,0.009042165475353046,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
4,0.0055455899399777615,4.0623693685196176e-4,0.008529940236655171,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
5,0.0025427840645700474,-0.002082783997707262,0.005049045577517772,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
6,0.0015982425897157404,-0.002608069361524134,0.0042718210369612104,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
7,7.027103585867042e-4,-0.002890179513505447,0.0030778707660993098,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
8,0.001495798784180987,-0.0020976193096410405,0.003563608011864238,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
9,3.4474273079648245e-4,-0.0028791857389724655,0.0024329116294272667,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
10,5.311431836977826e-4,-0.0022064829396181225,0.0025597049330144213,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
11,-1.1934601085386351e-5,-0.0021678008147777796,0.001923348372114616,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
12,9.592417416369937e-4,-0.0010407343016931587,0.0027498575523101157,v,v,v -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
